Date,Open,High,Low,Close,Adj Close,Volume
2018-03-30,3.303500,3.304200,3.301500,3.303500,3.303500,0
2018-04-02,3.302800,3.315900,3.296400,3.302000,3.302000,0
2018-04-03,3.299300,3.321900,3.299300,3.309400,3.309400,0
2018-04-04,3.336000,3.366500,3.320700,3.339400,3.339400,0
2018-04-05,3.320100,3.332100,3.298800,3.327700,3.327700,0
2018-04-06,3.339800,3.377200,3.321400,3.341600,3.341600,0
2018-04-09,3.369000,3.395500,3.360300,3.367500,3.367500,0
2018-04-10,3.417500,3.434400,3.385400,3.421000,3.421000,0
2018-04-11,3.407500,3.421000,3.390800,3.407300,3.407300,0
2018-04-12,3.372900,3.390600,3.364400,3.373100,3.373100,0
2018-04-13,3.411100,3.426500,3.385100,3.411000,3.411000,0
2018-04-16,3.389700,3.433200,3.389700,3.424300,3.424300,0
2018-04-17,3.399900,3.418400,3.395500,3.416100,3.416100,0
2018-04-18,3.403900,3.408800,3.378000,3.405800,3.405800,0
2018-04-19,3.379000,3.403300,3.360600,3.377100,3.377100,0
2018-04-20,3.385600,3.415200,3.374000,3.382700,3.382700,0
2018-04-23,3.413800,3.447000,3.404100,3.413700,3.413700,0
2018-04-24,3.450700,3.478300,3.429600,3.448900,3.448900,0
2018-04-25,3.471700,3.513500,3.430200,3.471500,3.471500,0
2018-04-26,3.482700,3.505200,3.460300,3.480900,3.480900,0
2018-04-27,3.474100,3.479000,3.459300,3.474200,3.474200,0
2018-04-30,3.456900,3.487600,3.453800,3.458100,3.458100,0
2018-05-01,3.504200,3.505900,3.504200,3.505800,3.505800,0
2018-05-02,3.504000,3.552400,3.486200,3.506100,3.506100,0
2018-05-03,3.549600,3.564400,3.509400,3.549600,3.549600,0
2018-05-04,3.526800,3.546000,3.508000,3.526600,3.526600,0
2018-05-07,3.510700,3.556100,3.510700,3.525500,3.525500,0
2018-05-08,3.545700,3.591400,3.545700,3.549200,3.549200,0
2018-05-09,3.561800,3.599500,3.552300,3.561900,3.561900,0
2018-05-10,3.590000,3.594000,3.546700,3.590300,3.590300,0
2018-05-11,3.549200,3.596900,3.543500,3.549500,3.549500,0
2018-05-14,3.603000,3.624800,3.568400,3.602900,3.602900,0
2018-05-15,3.619200,3.690300,3.619100,3.621600,3.621600,0
2018-05-16,3.648000,3.686000,3.630000,3.648700,3.648700,0
2018-05-17,3.674700,3.705700,3.656800,3.674400,3.674400,0
2018-05-18,3.695300,3.765600,3.675700,3.695100,3.695100,0
2018-05-21,3.735700,3.737300,3.693200,3.738400,3.738400,0
2018-05-22,3.675700,3.677000,3.632100,3.675700,3.675700,0
2018-05-23,3.646100,3.676200,3.638800,3.646000,3.646000,0
2018-05-24,3.626100,3.651900,3.600000,3.625600,3.625600,0
2018-05-25,3.648100,3.676000,3.642300,3.648100,3.648100,0
2018-05-28,3.626200,3.715500,3.625000,3.626200,3.626200,0
2018-05-29,3.730700,3.760700,3.712000,3.734200,3.734200,0
2018-05-30,3.721900,3.765900,3.674000,3.724100,3.724100,0
2018-05-31,3.692500,3.725700,3.692500,3.722100,3.722100,0
2018-06-01,3.718500,3.761300,3.697800,3.722000,3.722000,0
2018-06-04,3.762200,3.766200,3.733000,3.761600,3.761600,0
2018-06-05,3.745000,3.804300,3.741800,3.744500,3.744500,0
2018-06-06,3.804600,3.841500,3.772400,3.804300,3.804300,0
2018-06-07,3.845300,3.942000,3.842200,3.843400,3.843400,0
2018-06-08,3.900700,3.903000,3.741500,3.900700,3.900700,0
2018-06-11,3.707000,3.726000,3.674200,3.704900,3.704900,0
2018-06-12,3.708700,3.726900,3.670400,3.708800,3.708800,0
2018-06-13,3.711500,3.718500,3.694400,3.715000,3.715000,0
2018-06-14,3.718700,3.720000,3.684800,3.718800,3.718800,0
2018-06-15,3.804100,3.804500,3.749900,3.804000,3.804000,0
2018-06-18,3.730400,3.763400,3.725800,3.728700,3.728700,0
2018-06-19,3.742700,3.778500,3.719000,3.746200,3.746200,0
2018-06-20,3.714100,3.753000,3.706800,3.745000,3.745000,0
2018-06-21,3.769400,3.800400,3.754200,3.769100,3.769100,0
2018-06-22,3.765100,3.778900,3.736800,3.765100,3.765100,0
2018-06-25,3.779300,3.786800,3.759500,3.786300,3.786300,0
2018-06-26,3.748600,3.783800,3.745000,3.775100,3.775100,0
2018-06-27,3.796200,3.856500,3.777000,3.795800,3.795800,0
2018-06-28,3.859800,3.872300,3.827900,3.860100,3.860100,0
2018-06-29,3.861700,3.872900,3.829800,3.859500,3.859500,0
2018-07-02,3.875300,3.917900,3.859300,3.875600,3.875600,0
2018-07-03,3.912900,3.913700,3.872900,3.912600,3.912600,0
2018-07-04,3.888400,3.916700,3.881100,3.896300,3.896300,0
2018-07-05,3.911500,3.930600,3.885100,3.911000,3.911000,0
2018-07-06,3.931000,3.950600,3.896900,3.931300,3.931300,0
2018-07-09,3.857000,3.869400,3.837600,3.865900,3.865900,0
2018-07-10,3.869400,3.883000,3.822900,3.871300,3.871300,0
2018-07-11,3.815300,3.864600,3.811800,3.815100,3.815100,0
2018-07-12,3.876000,3.877000,3.836000,3.876100,3.876100,0
2018-07-13,3.878100,3.898500,3.855600,3.880700,3.880700,0
2018-07-16,3.850800,3.870500,3.815300,3.849400,3.849400,0
2018-07-17,3.830900,3.876000,3.830900,3.856000,3.856000,0
2018-07-18,3.836500,3.862100,3.834200,3.835900,3.835900,0
2018-07-19,3.849500,3.889800,3.846100,3.849200,3.849200,0
2018-07-20,3.829200,3.829400,3.760400,3.828500,3.828500,0
2018-07-23,3.762200,3.801000,3.762200,3.770800,3.770800,0
2018-07-24,3.753500,3.785400,3.732000,3.780400,3.780400,0
2018-07-25,3.746000,3.746800,3.697500,3.746100,3.746100,0
2018-07-26,3.686500,3.729600,3.668800,3.686400,3.686400,0
2018-07-27,3.744100,3.745600,3.704700,3.744300,3.744300,0
2018-07-30,3.709900,3.728000,3.686600,3.711100,3.711100,0
2018-07-31,3.724400,3.761900,3.711300,3.728100,3.728100,0
2018-08-01,3.752800,3.767600,3.734200,3.753000,3.753000,0
2018-08-02,3.740300,3.779200,3.730700,3.747000,3.747000,0
2018-08-03,3.749100,3.751400,3.704200,3.748400,3.748400,0
2018-08-06,3.705900,3.730700,3.690800,3.702300,3.702300,0
2018-08-07,3.734800,3.736600,3.703500,3.734500,3.734500,0
2018-08-08,3.750600,3.769800,3.734600,3.750500,3.750500,0
2018-08-09,3.770200,3.818600,3.743500,3.770100,3.770100,0
2018-08-10,3.773000,3.868200,3.773000,3.799600,3.799600,0
